timestamp,elapsed_seconds,ir,bpm,avg_bpm,mic,note,raw
2026-07-05T15:58:29.961,19.379,118017,22.71,16,351,,"IR=118017, BPM=22.71, Avg BPM=16, MIC=351"
2026-07-05T15:58:29.980,19.399,118029,22.71,16,335,,"IR=118029, BPM=22.71, Avg BPM=16, MIC=335"
2026-07-05T15:58:29.999,19.418,118050,22.71,16,411,,"IR=118050, BPM=22.71, Avg BPM=16, MIC=411"
2026-07-05T15:58:30.019,19.438,118063,22.71,16,359,,"IR=118063, BPM=22.71, Avg BPM=16, MIC=359"
2026-07-05T15:58:30.038,19.456,118104,22.71,16,334,,"IR=118104, BPM=22.71, Avg BPM=16, MIC=334"
2026-07-05T15:58:30.057,19.476,118108,22.71,16,329,,"IR=118108, BPM=22.71, Avg BPM=16, MIC=329"
2026-07-05T15:58:30.076,19.495,118143,22.71,16,348,,"IR=118143, BPM=22.71, Avg BPM=16, MIC=348"
2026-07-05T15:58:30.095,19.513,118159,22.71,16,326,,"IR=118159, BPM=22.71, Avg BPM=16, MIC=326"
2026-07-05T15:58:30.114,19.533,118146,22.71,16,342,,"IR=118146, BPM=22.71, Avg BPM=16, MIC=342"
2026-07-05T15:58:30.135,19.553,118177,22.71,16,341,,"IR=118177, BPM=22.71, Avg BPM=16, MIC=341"
2026-07-05T15:58:30.153,19.572,118183,22.71,16,361,,"IR=118183, BPM=22.71, Avg BPM=16, MIC=361"
2026-07-05T15:58:30.172,19.591,118198,22.71,16,334,,"IR=118198, BPM=22.71, Avg BPM=16, MIC=334"
2026-07-05T15:58:30.191,19.609,118216,22.71,16,336,,"IR=118216, BPM=22.71, Avg BPM=16, MIC=336"
2026-07-05T15:58:30.210,19.629,118216,22.71,16,332,,"IR=118216, BPM=22.71, Avg BPM=16, MIC=332"
2026-07-05T15:58:30.229,19.647,118220,22.71,16,335,,"IR=118220, BPM=22.71, Avg BPM=16, MIC=335"
2026-07-05T15:58:30.248,19.667,118178,22.71,16,329,,"IR=118178, BPM=22.71, Avg BPM=16, MIC=329"
2026-07-05T15:58:30.268,19.686,118189,22.71,16,328,,"IR=118189, BPM=22.71, Avg BPM=16, MIC=328"
2026-07-05T15:58:30.287,19.705,118210,22.71,16,328,,"IR=118210, BPM=22.71, Avg BPM=16, MIC=328"
2026-07-05T15:58:30.306,19.724,118206,22.71,16,360,,"IR=118206, BPM=22.71, Avg BPM=16, MIC=360"
2026-07-05T15:58:30.325,19.743,118231,22.71,16,363,,"IR=118231, BPM=22.71, Avg BPM=16, MIC=363"
2026-07-05T15:58:30.344,19.762,118216,22.71,16,362,,"IR=118216, BPM=22.71, Avg BPM=16, MIC=362"
2026-07-05T15:58:30.363,19.781,118202,22.71,16,376,,"IR=118202, BPM=22.71, Avg BPM=16, MIC=376"
2026-07-05T15:58:30.382,19.800,118213,22.71,16,333,,"IR=118213, BPM=22.71, Avg BPM=16, MIC=333"
2026-07-05T15:58:30.402,19.820,118201,22.71,16,315,,"IR=118201, BPM=22.71, Avg BPM=16, MIC=315"
2026-07-05T15:58:30.421,19.839,118223,22.71,16,345,,"IR=118223, BPM=22.71, Avg BPM=16, MIC=345"
2026-07-05T15:58:30.441,19.860,118219,22.71,16,361,,"IR=118219, BPM=22.71, Avg BPM=16, MIC=361"
2026-07-05T15:58:30.459,19.877,118252,22.71,16,349,,"IR=118252, BPM=22.71, Avg BPM=16, MIC=349"
2026-07-05T15:58:30.478,19.896,118260,22.71,16,351,,"IR=118260, BPM=22.71, Avg BPM=16, MIC=351"
2026-07-05T15:58:30.497,19.915,118278,22.71,16,360,,"IR=118278, BPM=22.71, Avg BPM=16, MIC=360"
2026-07-05T15:58:30.517,19.935,118338,22.71,16,328,,"IR=118338, BPM=22.71, Avg BPM=16, MIC=328"
2026-07-05T15:58:30.536,19.954,118362,22.71,16,375,,"IR=118362, BPM=22.71, Avg BPM=16, MIC=375"
2026-07-05T15:58:30.555,19.973,118382,22.71,16,366,,"IR=118382, BPM=22.71, Avg BPM=16, MIC=366"
2026-07-05T15:58:30.574,19.992,118404,22.71,16,409,,"IR=118404, BPM=22.71, Avg BPM=16, MIC=409"
2026-07-05T15:58:30.593,20.011,118399,22.71,16,345,,"IR=118399, BPM=22.71, Avg BPM=16, MIC=345"
2026-07-05T15:58:30.612,20.030,118429,22.71,16,366,,"IR=118429, BPM=22.71, Avg BPM=16, MIC=366"
2026-07-05T15:58:30.631,20.049,118431,22.71,16,343,,"IR=118431, BPM=22.71, Avg BPM=16, MIC=343"
2026-07-05T15:58:30.651,20.069,118481,22.71,16,360,,"IR=118481, BPM=22.71, Avg BPM=16, MIC=360"
2026-07-05T15:58:30.670,20.089,118484,22.71,16,376,,"IR=118484, BPM=22.71, Avg BPM=16, MIC=376"
2026-07-05T15:58:30.689,20.107,118480,22.71,16,376,,"IR=118480, BPM=22.71, Avg BPM=16, MIC=376"
2026-07-05T15:58:30.708,20.126,118494,22.71,16,399,,"IR=118494, BPM=22.71, Avg BPM=16, MIC=399"
2026-07-05T15:58:30.727,20.145,118472,22.71,16,393,,"IR=118472, BPM=22.71, Avg BPM=16, MIC=393"
2026-07-05T15:58:30.746,20.164,118435,22.71,16,378,,"IR=118435, BPM=22.71, Avg BPM=16, MIC=378"
2026-07-05T15:58:30.765,20.183,118431,22.71,16,396,,"IR=118431, BPM=22.71, Avg BPM=16, MIC=396"
2026-07-05T15:58:30.785,20.203,118412,22.71,16,379,,"IR=118412, BPM=22.71, Avg BPM=16, MIC=379"
2026-07-05T15:58:30.804,20.223,118422,22.71,16,332,,"IR=118422, BPM=22.71, Avg BPM=16, MIC=332"
2026-07-05T15:58:30.823,20.242,118385,22.71,16,389,,"IR=118385, BPM=22.71, Avg BPM=16, MIC=389"
2026-07-05T15:58:30.842,20.260,118406,22.71,16,382,,"IR=118406, BPM=22.71, Avg BPM=16, MIC=382"
2026-07-05T15:58:30.861,20.279,118383,22.71,16,347,,"IR=118383, BPM=22.71, Avg BPM=16, MIC=347"
2026-07-05T15:58:30.880,20.298,118352,22.71,16,391,,"IR=118352, BPM=22.71, Avg BPM=16, MIC=391"
2026-07-05T15:58:30.900,20.318,118371,22.71,16,351,,"IR=118371, BPM=22.71, Avg BPM=16, MIC=351"
2026-07-05T15:58:30.919,20.337,118372,22.71,16,362,,"IR=118372, BPM=22.71, Avg BPM=16, MIC=362"
2026-07-05T15:58:30.938,20.356,118362,22.71,16,304,,"IR=118362, BPM=22.71, Avg BPM=16, MIC=304"
2026-07-05T15:58:30.957,20.375,118333,22.71,16,346,,"IR=118333, BPM=22.71, Avg BPM=16, MIC=346"
2026-07-05T15:58:30.976,20.394,118306,22.71,16,360,,"IR=118306, BPM=22.71, Avg BPM=16, MIC=360"
2026-07-05T15:58:30.995,20.413,118304,22.71,16,480,,"IR=118304, BPM=22.71, Avg BPM=16, MIC=480"
2026-07-05T15:58:31.014,20.432,118267,22.71,16,367,,"IR=118267, BPM=22.71, Avg BPM=16, MIC=367"
2026-07-05T15:58:31.034,20.452,118289,22.71,16,352,,"IR=118289, BPM=22.71, Avg BPM=16, MIC=352"
2026-07-05T15:58:31.053,20.471,118293,22.71,16,360,,"IR=118293, BPM=22.71, Avg BPM=16, MIC=360"
2026-07-05T15:58:31.072,20.490,118300,22.71,16,359,,"IR=118300, BPM=22.71, Avg BPM=16, MIC=359"
2026-07-05T15:58:31.091,20.509,118326,22.71,16,334,,"IR=118326, BPM=22.71, Avg BPM=16, MIC=334"
2026-07-05T15:58:31.110,20.528,118326,22.71,16,313,,"IR=118326, BPM=22.71, Avg BPM=16, MIC=313"
2026-07-05T15:58:31.129,20.547,118297,22.71,16,346,,"IR=118297, BPM=22.71, Avg BPM=16, MIC=346"
2026-07-05T15:58:31.149,20.567,118298,22.71,16,318,,"IR=118298, BPM=22.71, Avg BPM=16, MIC=318"
2026-07-05T15:58:31.168,20.587,118318,22.71,16,347,,"IR=118318, BPM=22.71, Avg BPM=16, MIC=347"
2026-07-05T15:58:31.187,20.605,118359,22.71,16,377,,"IR=118359, BPM=22.71, Avg BPM=16, MIC=377"
2026-07-05T15:58:31.206,20.624,118336,22.71,16,345,,"IR=118336, BPM=22.71, Avg BPM=16, MIC=345"
2026-07-05T15:58:31.225,20.644,118337,22.71,16,350,,"IR=118337, BPM=22.71, Avg BPM=16, MIC=350"
2026-07-05T15:58:31.244,20.663,118288,22.71,16,345,,"IR=118288, BPM=22.71, Avg BPM=16, MIC=345"
2026-07-05T15:58:31.263,20.682,118250,22.71,16,336,,"IR=118250, BPM=22.71, Avg BPM=16, MIC=336"
2026-07-05T15:58:31.283,20.701,118251,22.71,16,346,,"IR=118251, BPM=22.71, Avg BPM=16, MIC=346"
2026-07-05T15:58:31.302,20.720,118220,22.71,16,332,,"IR=118220, BPM=22.71, Avg BPM=16, MIC=332"
2026-07-05T15:58:31.321,20.739,118219,22.71,16,344,,"IR=118219, BPM=22.71, Avg BPM=16, MIC=344"
2026-07-05T15:58:31.340,20.758,118211,22.71,16,330,,"IR=118211, BPM=22.71, Avg BPM=16, MIC=330"
2026-07-05T15:58:31.359,20.777,118220,22.71,16,351,,"IR=118220, BPM=22.71, Avg BPM=16, MIC=351"
2026-07-05T15:58:31.378,20.796,118227,22.71,16,328,,"IR=118227, BPM=22.71, Avg BPM=16, MIC=328"
2026-07-05T15:58:31.397,20.816,118181,22.71,16,350,,"IR=118181, BPM=22.71, Avg BPM=16, MIC=350"
2026-07-05T15:58:31.417,20.835,118221,22.71,16,331,,"IR=118221, BPM=22.71, Avg BPM=16, MIC=331"
2026-07-05T15:58:31.436,20.855,118242,22.71,16,297,,"IR=118242, BPM=22.71, Avg BPM=16, MIC=297"
2026-07-05T15:58:31.455,20.874,118248,22.71,16,376,,"IR=118248, BPM=22.71, Avg BPM=16, MIC=376"
2026-07-05T15:58:31.474,20.893,118258,22.71,16,346,,"IR=118258, BPM=22.71, Avg BPM=16, MIC=346"
2026-07-05T15:58:31.493,20.912,118274,22.71,16,376,,"IR=118274, BPM=22.71, Avg BPM=16, MIC=376"
